	PROLIFIC_PID	q_id	conceptQ	predictionQ	limitationQ	familiarity_concept	concept	concept_question_answer	prediction_question_answer	limitation_question_answer
104	653bb543ad732bd7544272be	15	2.0	0.0	0.0	3.0	Pacta_sunt_servanda	2	0	3
105	5fed6c9c0d786daf31f29f3d	15	2.0	0.0	3.0	4.0	Pacta_sunt_servanda	2	0	3
106	5ee890fabb763018d1ad774e	15	2.0	0.0	3.0	2.0	Pacta_sunt_servanda	2	0	3
107	655424abfafb67fe33ca8476	15	2.0	0.0	0.0	4.0	Pacta_sunt_servanda	2	0	3
108	5e29fd5f2bec3b065e9a729e	15	2.0	0.0	3.0	5.0	Pacta_sunt_servanda	2	0	3
109	6529ab7cce64633c2c5cc4a2	15	2.0	0.0	0.0	3.0	Pacta_sunt_servanda	2	0	3
110	64f66c9ee363277ddc6f05e9	15	2.0	0.0	3.0	2.0	Pacta_sunt_servanda	2	0	3
111	56b3edf12bac74000d89e452	17	2.0	0.0	1.0	5.0	Brady_disclosure	2	0	1
112	63304bb0700854da0ad87641	17	2.0	3.0	1.0	3.0	Brady_disclosure	2	0	1
113	65612746d0cb24811468bab3	17	2.0	0.0	1.0	5.0	Brady_disclosure	2	0	1
114	5c81797a5bb27200013c7b1b	17	1.0	0.0	1.0	3.0	Brady_disclosure	2	0	1
115	6537e43c008bb605430a302f	17	2.0	0.0	1.0	3.0	Brady_disclosure	2	0	1
116	650c40d475f6580650cd7938	17	2.0	0.0	1.0	4.0	Brady_disclosure	2	0	1
117	653bb543ad732bd7544272be	17	2.0	0.0	1.0	3.0	Brady_disclosure	2	0	1
118	5fed6c9c0d786daf31f29f3d	17	2.0	0.0	1.0	2.0	Brady_disclosure	2	0	1
119	5ee890fabb763018d1ad774e	17	2.0	0.0	2.0	2.0	Brady_disclosure	2	0	1
120	655424abfafb67fe33ca8476	17	2.0	1.0	1.0	4.0	Brady_disclosure	2	0	1
121	5e29fd5f2bec3b065e9a729e	17	2.0	0.0	1.0	4.0	Brady_disclosure	2	0	1
122	6529ab7cce64633c2c5cc4a2	17	2.0	0.0	1.0	5.0	Brady_disclosure	2	0	1
123	64f66c9ee363277ddc6f05e9	17	2.0	3.0	1.0	2.0	Brady_disclosure	2	0	1
124	56b3edf12bac74000d89e452	18	3.0	3.0	0.0	5.0	Undue_hardship	3	3	0
125	63304bb0700854da0ad87641	18	3.0	3.0	0.0	3.0	Undue_hardship	3	3	0
126	65612746d0cb24811468bab3	18	3.0	3.0	0.0	5.0	Undue_hardship	3	3	0
127	5c81797a5bb27200013c7b1b	18	3.0	3.0	0.0	4.0	Undue_hardship	3	3	0
128	6537e43c008bb605430a302f	18	3.0	3.0	0.0	2.0	Undue_hardship	3	3	0
129	650c40d475f6580650cd7938	18	3.0	3.0	0.0	4.0	Undue_hardship	3	3	0
130	653bb543ad732bd7544272be	18	3.0	3.0	0.0	3.0	Undue_hardship	3	3	0
131	5fed6c9c0d786daf31f29f3d	18	3.0	1.0	0.0	4.0	Undue_hardship	3	3	0
132	5ee890fabb763018d1ad774e	18	3.0	1.0	0.0	2.0	Undue_hardship	3	3	0
133	655424abfafb67fe33ca8476	18	3.0	3.0	0.0	3.0	Undue_hardship	3	3	0
134	5e29fd5f2bec3b065e9a729e	18	3.0	3.0	0.0	5.0	Undue_hardship	3	3	0
135	6529ab7cce64633c2c5cc4a2	18	1.0	1.0	2.0	5.0	Undue_hardship	3	3	0
136	64f66c9ee363277ddc6f05e9	18	3.0	3.0	0.0	4.0	Undue_hardship	3	3	0
137	56b3edf12bac74000d89e452	19	0.0	1.0	1.0	5.0	Commanding_precedent	0	1	1
138	63304bb0700854da0ad87641	19	0.0	1.0	1.0	3.0	Commanding_precedent	0	1	1
139	65612746d0cb24811468bab3	19	0.0	1.0	2.0	5.0	Commanding_precedent	0	1	1
140	5c81797a5bb27200013c7b1b	19	0.0	3.0	2.0	2.0	Commanding_precedent	0	1	1
141	6537e43c008bb605430a302f	19	0.0	0.0	2.0	3.0	Commanding_precedent	0	1	1
142	650c40d475f6580650cd7938	19	0.0	1.0	1.0	4.0	Commanding_precedent	0	1	1
143	653bb543ad732bd7544272be	19	0.0	1.0	1.0	3.0	Commanding_precedent	0	1	1
144	5fed6c9c0d786daf31f29f3d	19	0.0	1.0	2.0	3.0	Commanding_precedent	0	1	1
145	5ee890fabb763018d1ad774e	19	0.0	1.0	1.0	3.0	Commanding_precedent	0	1	1
146	655424abfafb67fe33ca8476	19	0.0	1.0	2.0	3.0	Commanding_precedent	0	1	1
147	5e29fd5f2bec3b065e9a729e	19	0.0	3.0	1.0	4.0	Commanding_precedent	0	1	1
148	6529ab7cce64633c2c5cc4a2	19	1.0	1.0	0.0	5.0	Commanding_precedent	0	1	1
149	64f66c9ee363277ddc6f05e9	19	0.0	3.0	1.0	4.0	Commanding_precedent	0	1	1
