	PROLIFIC_PID	q_id	law_background	age	gender	edu_background	law_interest	relevance	conceptQ	predictionQ	limitationQ	familiarity_concept	perceived_difficulty	batch_id	concept	concept_question_answer	prediction_question_answer	limitation_question_answer
31	632aaef27780d596dc7e0a9f	1	0.0	2.0	0.0	4.0	5.0	5.0	1.0	3.0	0.0	2.0	5.0	1	Constitutional_convention_(political_custom)	1	2	3
32	60fe22beeb612ead4d261590	1	1.0	1.0	1.0	4.0	2.0	3.0	1.0	2.0	3.0	3.0	3.0	1	Constitutional_convention_(political_custom)	1	2	3
33	63fcb3abff7248e2177ddb48	1	1.0	1.0	1.0	4.0	3.0	1.0	1.0	0.0	3.0	1.0	5.0	1	Constitutional_convention_(political_custom)	1	2	3
34	656f042cc31f84842ad587e4	2	0.0	4.0	0.0	4.0	4.0	5.0	2.0	2.0	3.0	4.0	3.0	1	Unaccompanied_minor	2	1	2
35	5b6a87d2cda8590001db8e07	2	1.0	2.0	1.0	4.0	4.0	4.0	2.0	1.0	2.0	5.0	1.0	1	Unaccompanied_minor	2	1	2
36	5d33c8bef7b9c100015ae7d1	2	0.0	2.0	1.0	4.0	3.0	2.0	2.0	1.0	3.0	5.0	1.0	1	Unaccompanied_minor	2	1	2
37	60fcc00af3ec0d2d4b95c4be	2	0.0	1.0	1.0	4.0	1.0	2.0	2.0	2.0	2.0	3.0	1.0	1	Unaccompanied_minor	2	1	2
38	656b2f8d41ad79f68926ad34	2	0.0	3.0	0.0	4.0	5.0	5.0	2.0	1.0	2.0	4.0	3.0	1	Unaccompanied_minor	2	1	2
39	654d03ec6d9ed752946923cd	2	0.0	3.0	0.0	4.0	5.0	5.0	2.0	1.0	2.0	4.0	2.0	1	Unaccompanied_minor	2	1	2
40	60fda20d89edf1022f91ace9	2	1.0	0.0	1.0	4.0	5.0	2.0	2.0	1.0	2.0	3.0	2.0	1	Unaccompanied_minor	2	1	2
41	5fe95a890d786d3acd6efd81	2	1.0	0.0	0.0	4.0	4.0	4.0	2.0	1.0	2.0	4.0	1.0	1	Unaccompanied_minor	2	1	2
42	5dedd99a3d36b24855532bb3	2	1.0	0.0	1.0	4.0	4.0	2.0	2.0	1.0	2.0	4.0	1.0	1	Unaccompanied_minor	2	1	2
43	6556364a457cabc2f54b1063	2	1.0	2.0	1.0	4.0	3.0	2.0	2.0	1.0	3.0	4.0	4.0	1	Unaccompanied_minor	2	1	2
44	65550ddd94cc3b75a2d2c6c8	2	1.0	4.0	1.0	4.0	5.0	4.0	2.0	1.0	2.0	1.0	5.0	1	Unaccompanied_minor	2	1	2
45	657098b0798caed9bcc7d7c7	2	1.0	1.0	0.0	4.0	4.0	1.0	2.0	1.0	2.0	3.0	2.0	1	Unaccompanied_minor	2	1	2
46	6107f349217073b43a3684af	2	1.0	1.0	0.0	4.0	4.0	3.0	2.0	2.0	3.0	4.0	3.0	1	Unaccompanied_minor	2	1	2
47	5b53e95f4bbe600001465c18	2	1.0	2.0	1.0	4.0	5.0	3.0	2.0	1.0	2.0	4.0	2.0	1	Unaccompanied_minor	2	1	2
48	632aaef27780d596dc7e0a9f	2	0.0	2.0	0.0	4.0	5.0	5.0	2.0	2.0	3.0	5.0	1.0	1	Unaccompanied_minor	2	1	2
49	60fe22beeb612ead4d261590	2	1.0	1.0	1.0	4.0	2.0	2.0	2.0	1.0	2.0	4.0	2.0	1	Unaccompanied_minor	2	1	2
50	63fcb3abff7248e2177ddb48	2	1.0	1.0	1.0	4.0	3.0	4.0	2.0	1.0	2.0	1.0	2.0	1	Unaccompanied_minor	2	1	2
51	656f042cc31f84842ad587e4	3	0.0	4.0	0.0	4.0	4.0	3.0	2.0	0.0	2.0	4.0	4.0	1	Substantial_certainty_doctrine	1	0	3
52	5b6a87d2cda8590001db8e07	3	1.0	2.0	1.0	4.0	4.0	3.0	1.0	0.0	3.0	2.0	2.0	1	Substantial_certainty_doctrine	1	0	3
53	5d33c8bef7b9c100015ae7d1	3	0.0	2.0	1.0	4.0	3.0	3.0	1.0	0.0	3.0	2.0	3.0	1	Substantial_certainty_doctrine	1	0	3
54	60fcc00af3ec0d2d4b95c4be	3	0.0	1.0	1.0	4.0	1.0	1.0	1.0	0.0	3.0	1.0	3.0	1	Substantial_certainty_doctrine	1	0	3
55	656b2f8d41ad79f68926ad34	3	0.0	3.0	0.0	4.0	5.0	3.0	1.0	0.0	3.0	3.0	3.0	1	Substantial_certainty_doctrine	1	0	3
56	654d03ec6d9ed752946923cd	3	0.0	3.0	0.0	4.0	5.0	4.0	1.0	0.0	3.0	3.0	2.0	1	Substantial_certainty_doctrine	1	0	3
57	60fda20d89edf1022f91ace9	3	1.0	0.0	1.0	4.0	5.0	4.0	1.0	0.0	3.0	5.0	2.0	1	Substantial_certainty_doctrine	1	0	3
58	5fe95a890d786d3acd6efd81	3	1.0	0.0	0.0	4.0	4.0	3.0	1.0	1.0	3.0	4.0	2.0	1	Substantial_certainty_doctrine	1	0	3
59	5dedd99a3d36b24855532bb3	3	1.0	0.0	1.0	4.0	4.0	2.0	1.0	0.0	3.0	2.0	2.0	1	Substantial_certainty_doctrine	1	0	3
60	6556364a457cabc2f54b1063	3	1.0	2.0	1.0	4.0	3.0	2.0	1.0	0.0	3.0	1.0	4.0	1	Substantial_certainty_doctrine	1	0	3
61	65550ddd94cc3b75a2d2c6c8	3	1.0	4.0	1.0	4.0	5.0	3.0	1.0	0.0	3.0	1.0	3.0	1	Substantial_certainty_doctrine	1	0	3
62	657098b0798caed9bcc7d7c7	3	1.0	1.0	0.0	4.0	4.0	1.0	1.0	1.0	3.0	1.0	5.0	1	Substantial_certainty_doctrine	1	0	3
63	6107f349217073b43a3684af	3	1.0	1.0	0.0	4.0	4.0	1.0	1.0	0.0	3.0	1.0	4.0	1	Substantial_certainty_doctrine	1	0	3
64	5b53e95f4bbe600001465c18	3	1.0	2.0	1.0	4.0	5.0	3.0	1.0	0.0	3.0	1.0	4.0	1	Substantial_certainty_doctrine	1	0	3
65	632aaef27780d596dc7e0a9f	3	0.0	2.0	0.0	4.0	5.0	4.0	1.0	1.0	3.0	1.0	3.0	1	Substantial_certainty_doctrine	1	0	3
66	60fe22beeb612ead4d261590	3	1.0	1.0	1.0	4.0	2.0	2.0	1.0	0.0	3.0	1.0	4.0	1	Substantial_certainty_doctrine	1	0	3
67	63fcb3abff7248e2177ddb48	3	1.0	1.0	1.0	4.0	3.0	1.0	1.0	1.0	3.0	1.0	5.0	1	Substantial_certainty_doctrine	1	0	3
68	656f042cc31f84842ad587e4	4	0.0	4.0	0.0	4.0	4.0	5.0	1.0	1.0	1.0	3.0	4.0	1	Learned_intermediary	1	1	2
69	5b6a87d2cda8590001db8e07	4	1.0	2.0	1.0	4.0	4.0	1.0	1.0	1.0	2.0	1.0	4.0	1	Learned_intermediary	1	1	2
70	5d33c8bef7b9c100015ae7d1	4	0.0	2.0	1.0	4.0	3.0	4.0	1.0	1.0	2.0	1.0	3.0	1	Learned_intermediary	1	1	2
71	60fcc00af3ec0d2d4b95c4be	4	0.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	2.0	1.0	2.0	1	Learned_intermediary	1	1	2
72	656b2f8d41ad79f68926ad34	4	0.0	3.0	0.0	4.0	5.0	4.0	1.0	1.0	2.0	3.0	3.0	1	Learned_intermediary	1	1	2
73	654d03ec6d9ed752946923cd	4	0.0	3.0	0.0	4.0	5.0	5.0	1.0	1.0	2.0	3.0	3.0	1	Learned_intermediary	1	1	2
74	60fda20d89edf1022f91ace9	4	1.0	0.0	1.0	4.0	5.0	3.0	1.0	1.0	2.0	2.0	3.0	1	Learned_intermediary	1	1	2
75	5fe95a890d786d3acd6efd81	4	1.0	0.0	0.0	4.0	4.0	2.0	1.0	1.0	2.0	5.0	3.0	1	Learned_intermediary	1	1	2
76	5dedd99a3d36b24855532bb3	4	1.0	0.0	1.0	4.0	4.0	3.0	1.0	1.0	2.0	1.0	2.0	1	Learned_intermediary	1	1	2
77	6556364a457cabc2f54b1063	4	1.0	2.0	1.0	4.0	3.0	3.0	1.0	1.0	2.0	1.0	4.0	1	Learned_intermediary	1	1	2
78	65550ddd94cc3b75a2d2c6c8	4	1.0	4.0	1.0	4.0	5.0	5.0	1.0	1.0	2.0	2.0	4.0	1	Learned_intermediary	1	1	2
79	657098b0798caed9bcc7d7c7	4	1.0	1.0	0.0	4.0	4.0	1.0	1.0	1.0	2.0	2.0	4.0	1	Learned_intermediary	1	1	2
80	6107f349217073b43a3684af	4	1.0	1.0	0.0	4.0	4.0	2.0	1.0	1.0	2.0	1.0	2.0	1	Learned_intermediary	1	1	2
81	5b53e95f4bbe600001465c18	4	1.0	2.0	1.0	4.0	5.0	2.0	1.0	1.0	2.0	1.0	5.0	1	Learned_intermediary	1	1	2
82	632aaef27780d596dc7e0a9f	4	0.0	2.0	0.0	4.0	5.0	5.0	1.0	1.0	0.0	1.0	3.0	1	Learned_intermediary	1	1	2
83	60fe22beeb612ead4d261590	4	1.0	1.0	1.0	4.0	2.0	2.0	1.0	1.0	2.0	1.0	4.0	1	Learned_intermediary	1	1	2
84	63fcb3abff7248e2177ddb48	4	1.0	1.0	1.0	4.0	3.0	1.0	1.0	1.0	3.0	1.0	5.0	1	Learned_intermediary	1	1	2
85	587418895c17910001ea4e75	14	0.0	1.0	1.0	4.0	4.0	3.0	1.0	0.0	1.0	1.0	3.0	2	Remoteness_in_English_law	1	0	1
86	5d33c8bef7b9c100015ae7d1	14	0.0	2.0	1.0	4.0	3.0	1.0	1.0	0.0	1.0	1.0	5.0	2	Remoteness_in_English_law	1	0	1
87	65726fcfe50533a581772753	14	1.0	0.0	0.0	4.0	2.0	3.0	1.0	0.0	2.0	2.0	4.0	2	Remoteness_in_English_law	1	0	1
88	64d90f1779f89b941cdc667f	14	1.0	3.0	0.0	4.0	5.0	1.0	2.0	3.0	3.0	4.0	1.0	2	Remoteness_in_English_law	1	0	1
89	64dd0d6827d312a7fe7e84bd	14	1.0	4.0	0.0	4.0	4.0	3.0	1.0	0.0	1.0	1.0	2.0	2	Remoteness_in_English_law	1	0	1
90	63f7ac13d942e94c18c92d4b	14	1.0	0.0	0.0	4.0	4.0	4.0	1.0	0.0	1.0	1.0	3.0	2	Remoteness_in_English_law	1	0	1
91	651fa10cea051b5ac93333aa	14	1.0	1.0	0.0	4.0	2.0	5.0	1.0	0.0	0.0	2.0	5.0	2	Remoteness_in_English_law	1	0	1
92	652df347e035369ff89df6db	14	1.0	0.0	1.0	4.0	2.0	1.0	2.0	0.0	1.0	1.0	5.0	2	Remoteness_in_English_law	1	0	1
93	614fe903e5acda6e19a9bc39	14	1.0	3.0	1.0	4.0	2.0	3.0	1.0	1.0	1.0	1.0	3.0	2	Remoteness_in_English_law	1	0	1
94	64e970e4337e163e71677537	14	1.0	4.0	0.0	4.0	4.0	1.0	1.0	0.0	1.0	1.0	2.0	2	Remoteness_in_English_law	1	0	1
95	628c2e1e3916aa699ba41227	14	1.0	4.0	0.0	4.0	5.0	2.0	1.0	0.0	1.0	1.0	5.0	2	Remoteness_in_English_law	1	0	1
96	647df8490516c702020f7d0f	14	1.0	4.0	1.0	4.0	3.0	3.0	1.0	0.0	1.0	1.0	3.0	2	Remoteness_in_English_law	1	0	1
97	63e5e4a0e6325fe0fabe8ee6	14	1.0	3.0	0.0	4.0	3.0	1.0	1.0	0.0	1.0	1.0	5.0	2	Remoteness_in_English_law	1	0	1
98	65724ab7c02a07fefdf00218	14	1.0	1.0	1.0	4.0	4.0	3.0	1.0	0.0	1.0	2.0	3.0	2	Remoteness_in_English_law	1	0	1
99	5f36a9175365a50a5b420484	14	1.0	2.0	1.0	4.0	5.0	3.0	1.0	0.0	0.0	1.0	5.0	2	Remoteness_in_English_law	1	0	1
100	657235b694db71c5aadcafe9	14	1.0	0.0	1.0	4.0	3.0	4.0	1.0	0.0	1.0	1.0	3.0	2	Remoteness_in_English_law	1	0	1
101	587418895c17910001ea4e75	15	0.0	1.0	1.0	4.0	4.0	4.0	1.0	2.0	3.0	1.0	2.0	2	Pacta_sunt_servanda	1	2	0
102	5d33c8bef7b9c100015ae7d1	15	0.0	2.0	1.0	4.0	3.0	3.0	1.0	2.0	3.0	1.0	3.0	2	Pacta_sunt_servanda	1	2	0
103	65726fcfe50533a581772753	15	1.0	0.0	0.0	4.0	2.0	3.0	1.0	1.0	3.0	1.0	3.0	2	Pacta_sunt_servanda	1	2	0
104	64d90f1779f89b941cdc667f	15	1.0	3.0	0.0	4.0	5.0	5.0	1.0	1.0	0.0	2.0	3.0	2	Pacta_sunt_servanda	1	2	0
105	64dd0d6827d312a7fe7e84bd	15	1.0	4.0	0.0	4.0	4.0	2.0	1.0	2.0	0.0	4.0	2.0	2	Pacta_sunt_servanda	1	2	0
106	63f7ac13d942e94c18c92d4b	15	1.0	0.0	0.0	4.0	4.0	4.0	1.0	2.0	0.0	1.0	3.0	2	Pacta_sunt_servanda	1	2	0
107	651fa10cea051b5ac93333aa	15	1.0	1.0	0.0	4.0	2.0	1.0	1.0	2.0	3.0	2.0	5.0	2	Pacta_sunt_servanda	1	2	0
108	652df347e035369ff89df6db	15	1.0	0.0	1.0	4.0	2.0	2.0	1.0	2.0	0.0	1.0	3.0	2	Pacta_sunt_servanda	1	2	0
109	614fe903e5acda6e19a9bc39	15	1.0	3.0	1.0	4.0	2.0	3.0	1.0	2.0	0.0	1.0	4.0	2	Pacta_sunt_servanda	1	2	0
110	64e970e4337e163e71677537	15	1.0	4.0	0.0	4.0	4.0	5.0	1.0	2.0	0.0	1.0	1.0	2	Pacta_sunt_servanda	1	2	0
111	628c2e1e3916aa699ba41227	15	1.0	4.0	0.0	4.0	5.0	5.0	1.0	2.0	0.0	1.0	2.0	2	Pacta_sunt_servanda	1	2	0
112	647df8490516c702020f7d0f	15	1.0	4.0	1.0	4.0	3.0	5.0	1.0	2.0	0.0	1.0	1.0	2	Pacta_sunt_servanda	1	2	0
113	63e5e4a0e6325fe0fabe8ee6	15	1.0	3.0	0.0	4.0	3.0	3.0	1.0	3.0	0.0	1.0	4.0	2	Pacta_sunt_servanda	1	2	0
114	65724ab7c02a07fefdf00218	15	1.0	1.0	1.0	4.0	4.0	4.0	1.0	3.0	0.0	1.0	2.0	2	Pacta_sunt_servanda	1	2	0
115	5f36a9175365a50a5b420484	15	1.0	2.0	1.0	4.0	5.0	4.0	1.0	2.0	0.0	1.0	5.0	2	Pacta_sunt_servanda	1	2	0
116	657235b694db71c5aadcafe9	15	1.0	0.0	1.0	4.0	3.0	3.0	1.0	2.0	0.0	1.0	2.0	2	Pacta_sunt_servanda	1	2	0
117	587418895c17910001ea4e75	17	0.0	1.0	1.0	4.0	4.0	2.0	1.0	1.0	3.0	1.0	3.0	2	Brady_disclosure	1	1	3
118	5d33c8bef7b9c100015ae7d1	17	0.0	2.0	1.0	4.0	3.0	1.0	1.0	1.0	3.0	1.0	3.0	2	Brady_disclosure	1	1	3
119	65726fcfe50533a581772753	17	1.0	0.0	0.0	4.0	2.0	3.0	2.0	1.0	0.0	1.0	2.0	2	Brady_disclosure	1	1	3
120	64d90f1779f89b941cdc667f	17	1.0	3.0	0.0	4.0	5.0	5.0	1.0	1.0	3.0	3.0	4.0	2	Brady_disclosure	1	1	3
121	64dd0d6827d312a7fe7e84bd	17	1.0	4.0	0.0	4.0	4.0	2.0	1.0	3.0	3.0	3.0	2.0	2	Brady_disclosure	1	1	3
122	63f7ac13d942e94c18c92d4b	17	1.0	0.0	0.0	4.0	4.0	3.0	1.0	1.0	3.0	1.0	3.0	2	Brady_disclosure	1	1	3
123	651fa10cea051b5ac93333aa	17	1.0	1.0	0.0	4.0	2.0	2.0	2.0	3.0	0.0	1.0	5.0	2	Brady_disclosure	1	1	3
124	652df347e035369ff89df6db	17	1.0	0.0	1.0	4.0	2.0	1.0	1.0	1.0	3.0	3.0	2.0	2	Brady_disclosure	1	1	3
125	614fe903e5acda6e19a9bc39	17	1.0	3.0	1.0	4.0	2.0	3.0	1.0	1.0	3.0	1.0	4.0	2	Brady_disclosure	1	1	3
126	64e970e4337e163e71677537	17	1.0	4.0	0.0	4.0	4.0	1.0	1.0	1.0	3.0	4.0	1.0	2	Brady_disclosure	1	1	3
127	628c2e1e3916aa699ba41227	17	1.0	4.0	0.0	4.0	5.0	5.0	1.0	1.0	3.0	1.0	2.0	2	Brady_disclosure	1	1	3
128	647df8490516c702020f7d0f	17	1.0	4.0	1.0	4.0	3.0	2.0	1.0	3.0	3.0	1.0	2.0	2	Brady_disclosure	1	1	3
129	63e5e4a0e6325fe0fabe8ee6	17	1.0	3.0	0.0	4.0	3.0	2.0	1.0	1.0	3.0	1.0	3.0	2	Brady_disclosure	1	1	3
130	65724ab7c02a07fefdf00218	17	1.0	1.0	1.0	4.0	4.0	3.0	1.0	1.0	3.0	1.0	3.0	2	Brady_disclosure	1	1	3
131	5f36a9175365a50a5b420484	17	1.0	2.0	1.0	4.0	5.0	3.0	1.0	1.0	3.0	1.0	4.0	2	Brady_disclosure	1	1	3
132	657235b694db71c5aadcafe9	17	1.0	0.0	1.0	4.0	3.0	1.0	1.0	1.0	3.0	1.0	2.0	2	Brady_disclosure	1	1	3
133	587418895c17910001ea4e75	18	0.0	1.0	1.0	4.0	4.0	3.0	1.0	1.0	3.0	2.0	2.0	2	Undue_hardship	1	1	3
134	5d33c8bef7b9c100015ae7d1	18	0.0	2.0	1.0	4.0	3.0	2.0	1.0	1.0	3.0	2.0	1.0	2	Undue_hardship	1	1	3
135	65726fcfe50533a581772753	18	1.0	0.0	0.0	4.0	2.0	2.0	0.0	1.0	3.0	1.0	3.0	2	Undue_hardship	1	1	3
136	64d90f1779f89b941cdc667f	18	1.0	3.0	0.0	4.0	5.0	5.0	1.0	1.0	3.0	2.0	2.0	2	Undue_hardship	1	1	3
137	64dd0d6827d312a7fe7e84bd	18	1.0	4.0	0.0	4.0	4.0	1.0	1.0	1.0	3.0	4.0	2.0	2	Undue_hardship	1	1	3
138	63f7ac13d942e94c18c92d4b	18	1.0	0.0	0.0	4.0	4.0	3.0	1.0	1.0	3.0	2.0	3.0	2	Undue_hardship	1	1	3
139	651fa10cea051b5ac93333aa	18	1.0	1.0	0.0	4.0	2.0	1.0	1.0	1.0	3.0	2.0	2.0	2	Undue_hardship	1	1	3
140	652df347e035369ff89df6db	18	1.0	0.0	1.0	4.0	2.0	2.0	1.0	1.0	3.0	1.0	3.0	2	Undue_hardship	1	1	3
141	614fe903e5acda6e19a9bc39	18	1.0	3.0	1.0	4.0	2.0	3.0	1.0	1.0	3.0	3.0	1.0	2	Undue_hardship	1	1	3
142	64e970e4337e163e71677537	18	1.0	4.0	0.0	4.0	4.0	2.0	1.0	1.0	3.0	3.0	3.0	2	Undue_hardship	1	1	3
143	628c2e1e3916aa699ba41227	18	1.0	4.0	0.0	4.0	5.0	1.0	1.0	1.0	3.0	3.0	1.0	2	Undue_hardship	1	1	3
144	647df8490516c702020f7d0f	18	1.0	4.0	1.0	4.0	3.0	4.0	1.0	1.0	3.0	4.0	1.0	2	Undue_hardship	1	1	3
145	63e5e4a0e6325fe0fabe8ee6	18	1.0	3.0	0.0	4.0	3.0	2.0	0.0	1.0	3.0	3.0	4.0	2	Undue_hardship	1	1	3
146	65724ab7c02a07fefdf00218	18	1.0	1.0	1.0	4.0	4.0	4.0	1.0	1.0	3.0	3.0	2.0	2	Undue_hardship	1	1	3
147	5f36a9175365a50a5b420484	18	1.0	2.0	1.0	4.0	5.0	3.0	2.0	1.0	2.0	1.0	1.0	2	Undue_hardship	1	1	3
148	657235b694db71c5aadcafe9	18	1.0	0.0	1.0	4.0	3.0	4.0	1.0	1.0	3.0	1.0	4.0	2	Undue_hardship	1	1	3
149	587418895c17910001ea4e75	19	0.0	1.0	1.0	4.0	4.0	1.0	1.0	3.0	1.0	1.0	2.0	2	Commanding_precedent	1	3	2
150	5d33c8bef7b9c100015ae7d1	19	0.0	2.0	1.0	4.0	3.0	2.0	1.0	3.0	2.0	1.0	4.0	2	Commanding_precedent	1	3	2
151	65726fcfe50533a581772753	19	1.0	0.0	0.0	4.0	2.0	2.0	1.0	3.0	2.0	1.0	4.0	2	Commanding_precedent	1	3	2
152	64d90f1779f89b941cdc667f	19	1.0	3.0	0.0	4.0	5.0	1.0	1.0	2.0	1.0	1.0	5.0	2	Commanding_precedent	1	3	2
153	64dd0d6827d312a7fe7e84bd	19	1.0	4.0	0.0	4.0	4.0	2.0	0.0	2.0	0.0	1.0	4.0	2	Commanding_precedent	1	3	2
154	63f7ac13d942e94c18c92d4b	19	1.0	0.0	0.0	4.0	4.0	1.0	1.0	3.0	1.0	1.0	3.0	2	Commanding_precedent	1	3	2
155	651fa10cea051b5ac93333aa	19	1.0	1.0	0.0	4.0	2.0	2.0	1.0	3.0	2.0	1.0	3.0	2	Commanding_precedent	1	3	2
156	652df347e035369ff89df6db	19	1.0	0.0	1.0	4.0	2.0	3.0	1.0	2.0	1.0	2.0	4.0	2	Commanding_precedent	1	3	2
157	614fe903e5acda6e19a9bc39	19	1.0	3.0	1.0	4.0	2.0	1.0	1.0	0.0	1.0	1.0	5.0	2	Commanding_precedent	1	3	2
158	64e970e4337e163e71677537	19	1.0	4.0	0.0	4.0	4.0	1.0	3.0	0.0	1.0	1.0	5.0	2	Commanding_precedent	1	3	2
159	628c2e1e3916aa699ba41227	19	1.0	4.0	0.0	4.0	5.0	1.0	1.0	0.0	1.0	1.0	3.0	2	Commanding_precedent	1	3	2
160	647df8490516c702020f7d0f	19	1.0	4.0	1.0	4.0	3.0	1.0	1.0	3.0	2.0	1.0	4.0	2	Commanding_precedent	1	3	2
161	63e5e4a0e6325fe0fabe8ee6	19	1.0	3.0	0.0	4.0	3.0	1.0	1.0	2.0	2.0	1.0	3.0	2	Commanding_precedent	1	3	2
162	65724ab7c02a07fefdf00218	19	1.0	1.0	1.0	4.0	4.0	3.0	1.0	3.0	2.0	1.0	4.0	2	Commanding_precedent	1	3	2
163	5f36a9175365a50a5b420484	19	1.0	2.0	1.0	4.0	5.0	3.0	1.0	3.0	2.0	1.0	2.0	2	Commanding_precedent	1	3	2
164	657235b694db71c5aadcafe9	19	1.0	0.0	1.0	4.0	3.0	2.0	1.0	0.0	1.0	2.0	3.0	2	Commanding_precedent	1	3	2
