	PROLIFIC_PID	q_id	conceptQ	predictionQ	limitationQ	familiarity_concept	concept	concept_question_answer	prediction_question_answer	limitation_question_answer
39	5dedd99a3d36b24855532bb3	3	3.0	1.0	2.0	5.0	Substantial_certainty_doctrine	3	1	2
40	6556364a457cabc2f54b1063	3	3.0	1.0	2.0	4.0	Substantial_certainty_doctrine	3	1	2
41	6107f349217073b43a3684af	3	3.0	1.0	2.0	3.0	Substantial_certainty_doctrine	3	1	2
42	60fda20d89edf1022f91ace9	3	3.0	1.0	2.0	4.0	Substantial_certainty_doctrine	3	1	2
43	657098b0798caed9bcc7d7c7	3	3.0	0.0	2.0	2.0	Substantial_certainty_doctrine	3	1	2
44	656f042cc31f84842ad587e4	4	3.0	1.0	2.0	4.0	Learned_intermediary	0	3	1
45	60fcc00af3ec0d2d4b95c4be	4	0.0	3.0	1.0	3.0	Learned_intermediary	0	3	1
46	5d33c8bef7b9c100015ae7d1	4	0.0	3.0	1.0	3.0	Learned_intermediary	0	3	1
47	5b6a87d2cda8590001db8e07	4	0.0	3.0	1.0	2.0	Learned_intermediary	0	3	1
48	65550ddd94cc3b75a2d2c6c8	4	0.0	3.0	1.0	4.0	Learned_intermediary	0	3	1
49	5fe95a890d786d3acd6efd81	4	0.0	3.0	1.0	3.0	Learned_intermediary	0	3	1
50	5dedd99a3d36b24855532bb3	4	0.0	3.0	1.0	5.0	Learned_intermediary	0	3	1
51	6556364a457cabc2f54b1063	4	0.0	3.0	1.0	4.0	Learned_intermediary	0	3	1
52	6107f349217073b43a3684af	4	0.0	3.0	1.0	3.0	Learned_intermediary	0	3	1
53	60fda20d89edf1022f91ace9	4	0.0	3.0	1.0	3.0	Learned_intermediary	0	3	1
54	657098b0798caed9bcc7d7c7	4	0.0	3.0	1.0	2.0	Learned_intermediary	0	3	1
55	5d33c8bef7b9c100015ae7d1	14	0.0	1.0	3.0	3.0	Remoteness_in_English_law	0	1	3
56	587418895c17910001ea4e75	14	0.0	1.0	3.0	2.0	Remoteness_in_English_law	0	1	3
57	628c2e1e3916aa699ba41227	14	0.0	1.0	3.0	2.0	Remoteness_in_English_law	0	1	3
58	64dd0d6827d312a7fe7e84bd	14	0.0	0.0	3.0	2.0	Remoteness_in_English_law	0	1	3
59	657235b694db71c5aadcafe9	14	0.0	1.0	3.0	4.0	Remoteness_in_English_law	0	1	3
60	614fe903e5acda6e19a9bc39	14	0.0	1.0	3.0	2.0	Remoteness_in_English_law	0	1	3
61	63e5e4a0e6325fe0fabe8ee6	14	0.0	1.0	2.0	1.0	Remoteness_in_English_law	0	1	3
62	65726fcfe50533a581772753	14	2.0	1.0	2.0	1.0	Remoteness_in_English_law	0	1	3
63	63f7ac13d942e94c18c92d4b	14	0.0	0.0	3.0	2.0	Remoteness_in_English_law	0	1	3
64	5d33c8bef7b9c100015ae7d1	15	2.0	0.0	0.0	2.0	Pacta_sunt_servanda	2	0	3
65	587418895c17910001ea4e75	15	2.0	0.0	0.0	2.0	Pacta_sunt_servanda	2	0	3
66	628c2e1e3916aa699ba41227	15	2.0	0.0	3.0	1.0	Pacta_sunt_servanda	2	0	3
67	64dd0d6827d312a7fe7e84bd	15	2.0	0.0	3.0	2.0	Pacta_sunt_servanda	2	0	3
68	657235b694db71c5aadcafe9	15	2.0	0.0	3.0	4.0	Pacta_sunt_servanda	2	0	3
69	614fe903e5acda6e19a9bc39	15	2.0	0.0	3.0	2.0	Pacta_sunt_servanda	2	0	3
70	63e5e4a0e6325fe0fabe8ee6	15	1.0	3.0	3.0	1.0	Pacta_sunt_servanda	2	0	3
71	65726fcfe50533a581772753	15	2.0	1.0	3.0	2.0	Pacta_sunt_servanda	2	0	3
72	63f7ac13d942e94c18c92d4b	15	2.0	0.0	0.0	2.0	Pacta_sunt_servanda	2	0	3
73	5d33c8bef7b9c100015ae7d1	17	2.0	0.0	1.0	2.0	Brady_disclosure	2	0	1
74	587418895c17910001ea4e75	17	2.0	3.0	1.0	2.0	Brady_disclosure	2	0	1
75	628c2e1e3916aa699ba41227	17	2.0	0.0	1.0	3.0	Brady_disclosure	2	0	1
76	64dd0d6827d312a7fe7e84bd	17	2.0	3.0	1.0	4.0	Brady_disclosure	2	0	1
77	657235b694db71c5aadcafe9	17	2.0	0.0	1.0	4.0	Brady_disclosure	2	0	1
78	614fe903e5acda6e19a9bc39	17	2.0	3.0	1.0	2.0	Brady_disclosure	2	0	1
79	63e5e4a0e6325fe0fabe8ee6	17	2.0	0.0	1.0	1.0	Brady_disclosure	2	0	1
80	65726fcfe50533a581772753	17	2.0	2.0	1.0	3.0	Brady_disclosure	2	0	1
81	63f7ac13d942e94c18c92d4b	17	2.0	0.0	1.0	2.0	Brady_disclosure	2	0	1
82	5d33c8bef7b9c100015ae7d1	18	3.0	3.0	0.0	4.0	Undue_hardship	3	3	0
83	587418895c17910001ea4e75	18	3.0	3.0	0.0	2.0	Undue_hardship	3	3	0
84	628c2e1e3916aa699ba41227	18	3.0	3.0	0.0	3.0	Undue_hardship	3	3	0
85	64dd0d6827d312a7fe7e84bd	18	3.0	3.0	0.0	4.0	Undue_hardship	3	3	0
86	657235b694db71c5aadcafe9	18	3.0	1.0	0.0	4.0	Undue_hardship	3	3	0
87	614fe903e5acda6e19a9bc39	18	3.0	3.0	0.0	2.0	Undue_hardship	3	3	0
88	63e5e4a0e6325fe0fabe8ee6	18	2.0	3.0	3.0	2.0	Undue_hardship	3	3	0
89	65726fcfe50533a581772753	18	3.0	3.0	0.0	4.0	Undue_hardship	3	3	0
90	63f7ac13d942e94c18c92d4b	18	3.0	3.0	0.0	2.0	Undue_hardship	3	3	0
91	5d33c8bef7b9c100015ae7d1	19	0.0	1.0	2.0	3.0	Commanding_precedent	0	1	1
92	587418895c17910001ea4e75	19	1.0	1.0	1.0	2.0	Commanding_precedent	0	1	1
93	628c2e1e3916aa699ba41227	19	0.0	0.0	2.0	2.0	Commanding_precedent	0	1	1
94	64dd0d6827d312a7fe7e84bd	19	3.0	2.0	2.0	2.0	Commanding_precedent	0	1	1
95	657235b694db71c5aadcafe9	19	0.0	1.0	1.0	4.0	Commanding_precedent	0	1	1
96	614fe903e5acda6e19a9bc39	19	0.0	0.0	1.0	2.0	Commanding_precedent	0	1	1
97	63e5e4a0e6325fe0fabe8ee6	19	1.0	3.0	1.0	2.0	Commanding_precedent	0	1	1
98	65726fcfe50533a581772753	19	1.0	2.0	1.0	3.0	Commanding_precedent	0	1	1
99	63f7ac13d942e94c18c92d4b	19	1.0	2.0	1.0	2.0	Commanding_precedent	0	1	1
