	PROLIFIC_PID	q_id	conceptQ	predictionQ	limitationQ	familiarity_concept	concept	concept_question_answer	prediction_question_answer	limitation_question_answer
37	655a72ea33298201276c64df	2	1.0	2.0	3.0	5.0	Unaccompanied_minor	1	2	3
38	6525b562b415d2f7ed82196e	2	1.0	2.0	3.0	4.0	Unaccompanied_minor	1	2	3
39	5fed6c9c0d786daf31f29f3d	2	1.0	2.0	3.0	4.0	Unaccompanied_minor	1	2	3
40	655fb8c644eeae73f71e2ef5	2	1.0	2.0	3.0	3.0	Unaccompanied_minor	1	2	3
41	5c81797a5bb27200013c7b1b	2	1.0	2.0	1.0	3.0	Unaccompanied_minor	1	2	3
42	656160ea21fef6a13435476c	2	1.0	1.0	1.0	4.0	Unaccompanied_minor	1	2	3
43	65636ef7d64d364e644c5951	2	1.0	2.0	3.0	4.0	Unaccompanied_minor	1	2	3
44	646184c4dd714ee460118417	2	1.0	3.0	2.0	1.0	Unaccompanied_minor	1	2	3
45	6267c3d17f88988d0d787c7f	2	1.0	2.0	3.0	3.0	Unaccompanied_minor	1	2	3
46	650d2857d00b55d1e7fd8691	2	1.0	2.0	3.0	5.0	Unaccompanied_minor	1	2	3
47	65510e18d5c77d6aca4c119f	2	1.0	2.0	3.0	4.0	Unaccompanied_minor	1	2	3
48	5faefcc22be93b11829e84df	3	3.0	1.0	2.0	3.0	Substantial_certainty_doctrine	3	1	2
49	6533e7003e89335516d43e66	3	3.0	1.0	2.0	3.0	Substantial_certainty_doctrine	3	1	2
50	6552b16899091e4aaa587d1b	3	3.0	1.0	2.0	1.0	Substantial_certainty_doctrine	3	1	2
51	6496ef958d0761d8a3fdff52	3	3.0	0.0	3.0	4.0	Substantial_certainty_doctrine	3	1	2
52	6548f1c15e6d25e5ab40d001	3	3.0	1.0	0.0	2.0	Substantial_certainty_doctrine	3	1	2
53	655a72ea33298201276c64df	3	3.0	1.0	2.0	3.0	Substantial_certainty_doctrine	3	1	2
54	6525b562b415d2f7ed82196e	3	1.0	1.0	2.0	2.0	Substantial_certainty_doctrine	3	1	2
55	5fed6c9c0d786daf31f29f3d	3	3.0	1.0	2.0	4.0	Substantial_certainty_doctrine	3	1	2
56	655fb8c644eeae73f71e2ef5	3	1.0	1.0	2.0	1.0	Substantial_certainty_doctrine	3	1	2
57	5c81797a5bb27200013c7b1b	3	3.0	2.0	2.0	3.0	Substantial_certainty_doctrine	3	1	2
58	656160ea21fef6a13435476c	3	1.0	1.0	2.0	2.0	Substantial_certainty_doctrine	3	1	2
59	65636ef7d64d364e644c5951	3	3.0	1.0	2.0	4.0	Substantial_certainty_doctrine	3	1	2
60	646184c4dd714ee460118417	3	1.0	3.0	3.0	3.0	Substantial_certainty_doctrine	3	1	2
61	6267c3d17f88988d0d787c7f	3	3.0	1.0	2.0	3.0	Substantial_certainty_doctrine	3	1	2
62	650d2857d00b55d1e7fd8691	3	3.0	1.0	2.0	4.0	Substantial_certainty_doctrine	3	1	2
63	65510e18d5c77d6aca4c119f	3	3.0	1.0	2.0	4.0	Substantial_certainty_doctrine	3	1	2
64	5faefcc22be93b11829e84df	4	0.0	3.0	1.0	3.0	Learned_intermediary	0	3	1
65	6533e7003e89335516d43e66	4	0.0	3.0	0.0	3.0	Learned_intermediary	0	3	1
66	6552b16899091e4aaa587d1b	4	0.0	3.0	1.0	3.0	Learned_intermediary	0	3	1
67	6496ef958d0761d8a3fdff52	4	0.0	3.0	1.0	5.0	Learned_intermediary	0	3	1
68	6548f1c15e6d25e5ab40d001	4	0.0	3.0	0.0	1.0	Learned_intermediary	0	3	1
69	655a72ea33298201276c64df	4	0.0	3.0	1.0	4.0	Learned_intermediary	0	3	1
70	6525b562b415d2f7ed82196e	4	0.0	2.0	3.0	3.0	Learned_intermediary	0	3	1
71	5fed6c9c0d786daf31f29f3d	4	0.0	3.0	1.0	5.0	Learned_intermediary	0	3	1
72	655fb8c644eeae73f71e2ef5	4	0.0	3.0	1.0	1.0	Learned_intermediary	0	3	1
73	5c81797a5bb27200013c7b1b	4	0.0	3.0	1.0	2.0	Learned_intermediary	0	3	1
74	656160ea21fef6a13435476c	4	0.0	3.0	0.0	4.0	Learned_intermediary	0	3	1
75	65636ef7d64d364e644c5951	4	0.0	3.0	1.0	4.0	Learned_intermediary	0	3	1
76	646184c4dd714ee460118417	4	0.0	3.0	1.0	3.0	Learned_intermediary	0	3	1
77	6267c3d17f88988d0d787c7f	4	0.0	3.0	1.0	3.0	Learned_intermediary	0	3	1
78	650d2857d00b55d1e7fd8691	4	0.0	3.0	1.0	4.0	Learned_intermediary	0	3	1
79	65510e18d5c77d6aca4c119f	4	0.0	3.0	1.0	4.0	Learned_intermediary	0	3	1
80	653152792d528bf6b55c4448	14	0.0	0.0	2.0	2.0	Remoteness_in_English_law	0	1	3
81	65510e18d5c77d6aca4c119f	14	0.0	0.0	3.0	5.0	Remoteness_in_English_law	0	1	3
82	62b0ef77e3519ee19788db34	14	3.0	1.0	2.0	1.0	Remoteness_in_English_law	0	1	3
83	656e8c0935854adf1b4ccce4	14	0.0	1.0	3.0	3.0	Remoteness_in_English_law	0	1	3
84	65105f08f043a03cc63c4802	14	0.0	1.0	3.0	2.0	Remoteness_in_English_law	0	1	3
85	656382506fd5d60bfd660f95	14	2.0	0.0	1.0	4.0	Remoteness_in_English_law	0	1	3
86	5ba855d47c0ebe0001272f70	14	0.0	1.0	3.0	3.0	Remoteness_in_English_law	0	1	3
87	6556a3e5e1d96020853db362	14	0.0	1.0	3.0	2.0	Remoteness_in_English_law	0	1	3
88	646184c4dd714ee460118417	14	2.0	1.0	3.0	2.0	Remoteness_in_English_law	0	1	3
89	653152792d528bf6b55c4448	15	2.0	0.0	3.0	2.0	Pacta_sunt_servanda	2	0	3
90	65510e18d5c77d6aca4c119f	15	2.0	0.0	3.0	5.0	Pacta_sunt_servanda	2	0	3
91	62b0ef77e3519ee19788db34	15	2.0	1.0	0.0	1.0	Pacta_sunt_servanda	2	0	3
92	656e8c0935854adf1b4ccce4	15	2.0	2.0	3.0	4.0	Pacta_sunt_servanda	2	0	3
93	65105f08f043a03cc63c4802	15	2.0	1.0	3.0	1.0	Pacta_sunt_servanda	2	0	3
94	656382506fd5d60bfd660f95	15	2.0	0.0	2.0	2.0	Pacta_sunt_servanda	2	0	3
95	5ba855d47c0ebe0001272f70	15	2.0	1.0	3.0	2.0	Pacta_sunt_servanda	2	0	3
96	6556a3e5e1d96020853db362	15	2.0	3.0	3.0	3.0	Pacta_sunt_servanda	2	0	3
97	646184c4dd714ee460118417	15	2.0	0.0	0.0	1.0	Pacta_sunt_servanda	2	0	3
98	653152792d528bf6b55c4448	17	2.0	0.0	1.0	3.0	Brady_disclosure	2	0	1
99	65510e18d5c77d6aca4c119f	17	2.0	0.0	1.0	5.0	Brady_disclosure	2	0	1
100	62b0ef77e3519ee19788db34	17	1.0	2.0	3.0	1.0	Brady_disclosure	2	0	1
101	656e8c0935854adf1b4ccce4	17	2.0	0.0	1.0	4.0	Brady_disclosure	2	0	1
102	65105f08f043a03cc63c4802	17	2.0	0.0	1.0	3.0	Brady_disclosure	2	0	1
103	656382506fd5d60bfd660f95	17	2.0	0.0	1.0	3.0	Brady_disclosure	2	0	1
104	5ba855d47c0ebe0001272f70	17	2.0	0.0	1.0	2.0	Brady_disclosure	2	0	1
105	6556a3e5e1d96020853db362	17	2.0	3.0	1.0	3.0	Brady_disclosure	2	0	1
106	646184c4dd714ee460118417	17	2.0	2.0	1.0	2.0	Brady_disclosure	2	0	1
107	653152792d528bf6b55c4448	18	3.0	3.0	0.0	3.0	Undue_hardship	3	3	0
108	65510e18d5c77d6aca4c119f	18	3.0	3.0	0.0	5.0	Undue_hardship	3	3	0
109	62b0ef77e3519ee19788db34	18	2.0	1.0	3.0	1.0	Undue_hardship	3	3	0
110	656e8c0935854adf1b4ccce4	18	3.0	3.0	0.0	5.0	Undue_hardship	3	3	0
111	65105f08f043a03cc63c4802	18	3.0	3.0	0.0	2.0	Undue_hardship	3	3	0
112	656382506fd5d60bfd660f95	18	3.0	1.0	2.0	4.0	Undue_hardship	3	3	0
113	5ba855d47c0ebe0001272f70	18	3.0	3.0	0.0	2.0	Undue_hardship	3	3	0
114	6556a3e5e1d96020853db362	18	3.0	3.0	0.0	2.0	Undue_hardship	3	3	0
115	646184c4dd714ee460118417	18	2.0	3.0	0.0	1.0	Undue_hardship	3	3	0
116	653152792d528bf6b55c4448	19	3.0	0.0	2.0	2.0	Commanding_precedent	0	1	1
117	65510e18d5c77d6aca4c119f	19	0.0	1.0	1.0	5.0	Commanding_precedent	0	1	1
118	62b0ef77e3519ee19788db34	19	1.0	2.0	3.0	1.0	Commanding_precedent	0	1	1
119	656e8c0935854adf1b4ccce4	19	1.0	1.0	2.0	4.0	Commanding_precedent	0	1	1
120	65105f08f043a03cc63c4802	19	0.0	2.0	2.0	1.0	Commanding_precedent	0	1	1
121	656382506fd5d60bfd660f95	19	1.0	1.0	2.0	2.0	Commanding_precedent	0	1	1
122	5ba855d47c0ebe0001272f70	19	1.0	2.0	0.0	3.0	Commanding_precedent	0	1	1
123	6556a3e5e1d96020853db362	19	1.0	3.0	2.0	2.0	Commanding_precedent	0	1	1
124	646184c4dd714ee460118417	19	2.0	1.0	3.0	1.0	Commanding_precedent	0	1	1
